text,hashtag,sentiment,sentiment_score
desert day travel travel nature explore adventure holiday via,holiday,Neutral,0.0
favorite state travel vacation holiday,holiday,Positive,0.5
experience coastal bliss cottage near dogs holiday coastal retreat romantic getaway,holiday,Positive,0.05
experience retreat within grounds vineyard west ideal retreat special stay holiday discover,holiday,Positive,0.6285714285714286
time family nature book one shacky click link holiday getaway outdoors shacky discovery adventure,holiday,Neutral,0.0
many visit kingdom holiday ready amazing celebratory see per person min pax capital,holiday,Positive,0.43333333333333335
ready next adventure cant decide let word search guide dream destination comment first place find start holiday today travel insurance,holiday,Positive,0.15
winter song seasonal song duet although considered many song explicit reference holiday found,holiday,Positive,0.5
time year ready grab magical adventure filled plenty kindness enjoy special holiday film,holiday,Positive,0.37142857142857144
national inane message day holiday,holiday,Neutral,0.0
yodel day holiday,holiday,Neutral,0.0
holiday cant decide jet take look drop first destination spot time book next adventure travel,holiday,Positive,0.125
declare day lazy cat day lazy kitty like cat holiday,holiday,Negative,-0.25
many stunning nearby stay see holiday travel family drone love art surrey kent,holiday,Positive,0.5
frequent trip catching stay visit holiday travel family dining fishing,holiday,Positive,0.35
often get great restaurant often recommend mile away harbour stay visit dining holiday food photo photo,holiday,Positive,0.8
back easter mar raptor rib ride astonishing acceleration duration stay visit away holiday travel family,holiday,Positive,0.25
holiday family travel tourism derby bath,holiday,Neutral,0.0
one pic holiday ill back dovish high upward pressure inevitable showing risk short short check previous spy,holiday,Negative,-0.07238095238095237
story behind got name festival love photography colors color holiday via,holiday,Positive,0.04999999999999999
travel nature photography traveller trip vacation traveler holiday adventure love tourism,holiday,Positive,0.5
use professionally drawn agreement let holiday house flat holiday,holiday,Positive,0.037500000000000006
lovely fairy tale two flamingo tropical flower invitation art animal flamingo tropical holiday birthday girl wedding heart invitation via,holiday,Positive,0.5
regular trip min train journey nearby looking holiday travel family photo art surrey,holiday,Neutral,0.0
recent spend new tennis park min walk away play stay holiday travel sport kent,holiday,Positive,0.06818181818181818
holiday yet,holiday,Neutral,0.0
nature photography,nature,Neutral,0.0
beautiful dream scene nature,nature,Positive,0.85
nature,nature,Neutral,0.0
tanager nature photography,nature,Neutral,0.0
photography nature,nature,Neutral,0.0
merganser common merganser vis nature,nature,Negative,-0.3
young deer still remote rocky wilderness near tower national monument nature wildlife travel photo photography,nature,Positive,0.03333333333333333
manakin nature,nature,Neutral,0.0
perseverance rover exploring ancient lake bed digital astronomy erosion nature,nature,Neutral,0.0
flemish giant rabbit scientifically known cuniculus small dogs weighing measuring length nature rabbit giant amazing,nature,Positive,0.08750000000000002
good afternoon nature,nature,Positive,0.7
sea slowly reaching middle beach shorts explore nature relax mar shorts para via,nature,Negative,-0.15000000000000002
engagement nature amour pour sur lien pour visiter nature wildlife,nature,Neutral,0.0
trip nature,nature,Neutral,0.0
good morning dear nature photography,nature,Positive,0.7
nice posing today birding nature park,nature,Positive,0.6
snowy tops pooch nature,nature,Neutral,0.0
guess name bird nature photography birding,nature,Neutral,0.0
legend willow tree mother distressed water save remembrance kindness wherever little touched grow nature folklore,nature,Negative,-0.1875
nature snow winter photography,nature,Neutral,0.0
took slowly walk beach beautiful eagle recording could see membrane special eye lid see nature,nature,Positive,0.30238095238095236
begin end,quotes,Neutral,0.0
stay positive,quotes,Positive,0.22727272727272727
try best dont always best,quotes,Positive,1.0
stand still look pretty actress fun humor,quotes,Positive,0.275
get groove boy youve got prove cast fun humor,quotes,Positive,0.3
kiki wellington,quotes,Neutral,0.0
quote,quotes,Neutral,0.0
stay true spirit spiritual human spiritual experience spiritual human experience happy gratitude inspiration life world,quotes,Positive,0.16428571428571428
respect enough walk away anything longer happy tew,quotes,Positive,0.4
life inevitable optional roger,quotes,Neutral,0.0
momo striker viral coquette,quotes,Neutral,0.0
like hot comedy music romance release march billy wilder diamond cinema,quotes,Positive,0.25
